aX,aY,aZ,gX,gY,gZ
6.2017,11.816,-2.6654,2.73,-41.16,71.19
5.9007,12.2416,-2.6605,-3.5,-36.61,75.53
4.1541,11.8298,-3.7138,-10.29,-23.59,70.14
1.723,10.4804,-2.6321,9.31,-17.99,57.26
1.1582,9.4899,-2.0388,27.93,-12.6,40.81
1.6985,9.2741,-2.0672,44.66,-5.88,37.73
3.8432,9.3604,-2.8282,58.31,-4.69,33.88
7.2932,9.7527,-3.5314,51.03,4.83,30.31
12.3083,10.093,-4.7621,50.19,20.44,29.96
16.3526,10.5863,-4.7278,47.88,37.73,46.34
17.9462,11.208,-3.6373,66.99,72.17,68.32
6.7617,14.7306,-0.2197,-17.64,108.15,87.08
5.3888,13.1507,0.708,-25.69,71.75,86.38
5.8006,11.8111,0.9856,-10.57,40.74,94.29
7.4276,11.3659,1.5406,3.64,44.94,104.79
8.9348,11.9259,1.1533,4.97,51.45,113.61
9.0162,12.3466,1.5553,-1.96,42.84,103.95
7.1549,12.1838,1.4122,-11.34,29.54,96.67
3.6039,11.9926,2.8479,-25.48,23.59,57.12
1.7613,10.6284,3.1009,-61.25,7.28,33.67
0.254,8.8152,1.9809,-59.92,-17.01,24.5
-0.7894,6.949,2.3212,-49.84,-41.09,7.14
-1.3543,5.3505,2.8184,-41.37,-52.71,-1.75
-1.5269,4.3218,2.7665,-8.33,-53.97,-9.59
-2.0055,4.1443,3.4549,9.38,-52.08,-19.53
-2.4164,4.4552,3.6893,13.44,-47.88,-25.76
-2.6988,4.7807,3.6991,13.72,-44.1,-37.8
-3.1303,4.9386,3.5412,6.23,-42.42,-61.67
-3.5314,4.6807,3.398,-10.71,-42.49,-91.84
-3.9864,4.0394,2.9194,-21.77,-38.78,-117.11
-4.1345,3.044,2.5939,-14.35,-30.87,-143.29
-3.551,2.182,1.929,0.7,-18.76,-158.41
-2.7233,2.3261,2.1055,33.74,-6.86,-180.6
-4.1159,2.7184,1.5985,27.86,-38.01,-167.93
-3.7471,2.3644,2.3399,37.66,-18.62,-180.25
-2.2585,3.7707,1.2778,36.26,-14.07,-195.44
-1.5406,4.2737,1.5455,34.44,-10.01,-212.31
