aX,aY,aZ,gX,gY,gZ
0.1308,0.9570,-0.0976,1.6800,-1.1200,-0.3500
0.1244,0.9575,-0.1015,0.9100,-1.2600,-0.4200
0.1274,0.9570,-0.0996,0.9100,-1.6100,-0.2800
0.1220,0.9536,-0.0942,0.7700,-1.6100,0.0000
0.1186,0.9531,-0.1005,0.9800,-2.3100,0.2100
0.1220,0.9545,-0.0966,0.8400,-2.3100,0.6300
0.1293,0.9521,-0.0981,1.2600,-1.6100,0.4900
0.1327,0.9531,-0.0922,1.8900,-0.6300,0.4900
0.1342,0.9565,-0.0961,1.6100,0.2100,0.2800
0.1405,0.9531,-0.0961,1.8200,1.4700,-0.0700
0.1342,0.9526,-0.0971,2.4500,1.8900,0.1400
0.1264,0.9531,-0.0952,2.7300,1.4700,0.2100
0.1215,0.9555,-0.0888,2.8000,1.1900,0.2100
0.1210,0.9575,-0.0922,2.5200,0.7000,0.2100
0.1249,0.9550,-0.0903,2.2400,0.2100,0.1400
0.1288,0.9496,-0.0961,3.0800,0.3500,0.4900
0.1293,0.9526,-0.0966,3.5700,0.4200,0.4200
0.1244,0.9584,-0.0956,2.8700,0.3500,0.2100
0.1244,0.9545,-0.1015,2.2400,0.1400,0.4900
0.1220,0.9496,-0.1005,2.5200,-0.7700,0.7700
0.1205,0.9531,-0.1000,2.9400,-1.1900,0.9800
0.1269,0.9555,-0.1000,2.9400,-1.4000,1.0500
0.1269,0.9570,-0.0971,2.3100,-1.4700,0.8400
0.1318,0.9579,-0.0971,2.1000,-1.4700,0.8400
0.1303,0.9526,-0.1025,2.3100,-1.4700,0.7000
0.1283,0.9531,-0.1030,2.2400,-1.6100,0.7000
0.1298,0.9531,-0.0991,2.3800,-1.6100,0.5600
0.1298,0.9550,-0.0966,2.0300,-2.2400,0.4900
0.1313,0.9531,-0.0952,1.8900,-2.3100,0.4900
0.1322,0.9531,-0.0966,2.4500,-2.3800,0.2100
0.1318,0.9536,-0.0961,2.4500,-2.5200,0.0700
0.1332,0.9565,-0.0976,2.1700,-2.4500,-0.0700
0.1322,0.9536,-0.0971,2.4500,-1.8200,-0.2100
0.1337,0.9531,-0.0961,2.8700,-1.4000,-0.3500
0.1332,0.9550,-0.0971,2.5900,-1.1900,-0.6300
0.1303,0.9545,-0.0956,2.5900,-1.0500,-0.5600
0.1274,0.9540,-0.1010,2.5200,-1.2600,-0.4900
0.1288,0.9536,-0.1000,2.3800,-1.6800,-0.4900
0.1279,0.9540,-0.0952,2.6600,-1.8900,-0.4200
0.1269,0.9550,-0.1000,2.3800,-1.8900,-0.7000
0.1318,0.9565,-0.1005,2.0300,-1.6100,-0.8400
0.1357,0.9526,-0.1010,2.5900,-1.2600,-0.9100
0.1313,0.9545,-0.0996,2.4500,-1.4000,-1.1200
0.1303,0.9531,-0.1015,1.9600,-1.6100,-1.4000
0.1322,0.9526,-0.0976,2.3100,-1.6100,-1.4700
0.1298,0.9531,-0.0942,2.7300,-1.7500,-1.6800
0.1327,0.9550,-0.0981,2.3100,-1.8900,-1.7500
0.1308,0.9570,-0.0981,2.2400,-1.5400,-2.1000
0.1288,0.9526,-0.1005,2.3100,-1.8200,-2.1000
0.1279,0.9536,-0.1015,2.2400,-2.0300,-1.9600
0.1264,0.9545,-0.1025,2.4500,-2.1700,-2.3100
0.1274,0.9536,-0.0986,2.5200,-1.8200,-2.3100
0.1308,0.9526,-0.1010,2.4500,-2.0300,-2.3100
0.1264,0.9516,-0.0961,2.7300,-1.6800,-2.7300
0.1274,0.9550,-0.0986,2.5200,-1.8200,-2.5900
0.1298,0.9555,-0.0976,2.2400,-1.6800,-2.5900
0.1264,0.9555,-0.0981,2.4500,-1.6100,-3.0100
0.1269,0.9575,-0.0986,2.1700,-1.7500,-3.0800
0.1230,0.9550,-0.1000,2.1000,-1.5400,-3.1500
0.1264,0.9550,-0.1000,2.3800,-1.7500,-3.4300
0.1283,0.9536,-0.1000,2.2400,-1.3300,-3.3600
0.1308,0.9545,-0.0966,2.8700,-0.5600,-3.6400
0.1283,0.9604,-0.1000,2.4500,0.1400,-3.8500
0.1249,0.9589,-0.0976,2.1700,0.1400,-3.8500
0.1225,0.9570,-0.1044,2.0300,0.2100,-3.5700
0.1186,0.9536,-0.0996,2.8000,0.2100,-3.6400
0.1137,0.9570,-0.0976,2.5900,-0.2800,-3.6400
0.1210,0.9575,-0.0991,2.3800,-0.1400,-3.5700
0.1235,0.9589,-0.0996,2.1700,0.3500,-3.5700
0.1215,0.9550,-0.0996,2.3800,0.7700,-3.7800
0.1176,0.9550,-0.0986,2.3100,0.8400,-3.6400
0.1152,0.9575,-0.0981,2.2400,0.9800,-3.5700
0.1152,0.9599,-0.0956,2.0300,0.8400,-4.0600
0.1127,0.9594,-0.0996,1.9600,1.1200,-3.9200
0.1176,0.9516,-0.0986,2.7300,1.1900,-3.0800
0.1118,0.9511,-0.1025,2.7300,0.9800,-3.0800
0.1122,0.9565,-0.0976,2.6600,1.1900,-3.0800
0.1205,0.9536,-0.1025,2.8000,1.3300,-1.8900
0.1132,0.9555,-0.0986,2.8000,1.6100,-2.7300
0.1108,0.9604,-0.0991,2.5900,1.8900,-2.9400
0.1093,0.9584,-0.0976,1.9600,1.6100,-2.5200
0.1064,0.9526,-0.1025,2.4500,0.7700,-2.5200
0.1054,0.9540,-0.0991,2.7300,0.4200,-2.1700
0.1059,0.9594,-0.0961,2.1000,0.2100,-2.2400
0.1103,0.9589,-0.0908,2.3100,0.3500,-2.4500
0.1161,0.9579,-0.1039,1.8900,0.5600,-2.2400
0.1142,0.9550,-0.0971,1.9600,0.8400,-2.2400
0.1093,0.9565,-0.1015,2.5900,0.9800,-1.9600
0.1044,0.9550,-0.0996,2.5200,0.2800,-2.1700
0.1044,0.9570,-0.0976,2.3100,0.2800,-2.3100
0.1103,0.9579,-0.0981,2.5900,-0.2100,-2.9400
0.1103,0.9594,-0.0952,2.0300,0.7000,-2.8700
0.1127,0.9545,-0.0996,2.3800,0.8400,-1.5400
0.1098,0.9506,-0.1015,3.2900,0.9800,-1.1900
0.1039,0.9584,-0.0976,3.3600,1.1200,-1.9600
0.1069,0.9643,-0.0991,1.8900,1.1200,-1.8200
0.1064,0.9594,-0.0976,1.2600,0.7700,-1.9600
0.1064,0.9540,-0.0996,2.1000,0.9800,-2.1000
0.1108,0.9516,-0.0991,2.7300,0.8400,-1.8200
0.1122,0.9589,-0.0961,2.8000,1.3300,-1.8900
0.1108,0.9604,-0.0971,1.8900,1.3300,-2.2400
0.1083,0.9594,-0.0991,1.5400,1.6800,-2.2400
0.1005,0.9565,-0.0986,1.6800,1.4000,-2.1000
0.1030,0.9545,-0.0981,2.5200,1.0500,-1.9600
0.1015,0.9555,-0.1010,2.7300,0.7000,-1.5400
0.0986,0.9589,-0.1010,2.3800,0.4900,-1.6100
0.1000,0.9599,-0.1005,2.3800,0.0700,-1.2600
0.1005,0.9614,-0.1005,1.8900,0.1400,-1.1200
0.1015,0.9604,-0.1010,1.6800,0.0700,-1.1900
0.1025,0.9545,-0.1000,2.1000,-0.0700,-0.6300
0.0986,0.9560,-0.1005,2.0300,-0.2100,-0.3500
0.0996,0.9575,-0.0991,1.9600,-0.6300,-0.3500
0.0981,0.9589,-0.1000,1.5400,-1.0500,17.7800
0.1025,0.9579,-0.0981,1.3300,-0.9800,0.0000
0.0991,0.9545,-0.0996,1.4700,-1.2600,0.1400
0.1020,0.9575,-0.0971,1.8200,-1.2600,0.1400
0.1039,0.9594,-0.0981,1.8200,-1.4700,0.4200
0.1035,0.9594,-0.1000,1.8900,-1.2600,0.3500
0.1039,0.9555,-0.0986,1.8200,-1.4700,0.3500
0.1030,0.9570,-0.0981,1.8200,-1.8900,0.7000
0.1015,0.9555,-0.0976,2.1700,-1.7500,0.6300
0.1059,0.9599,-0.0981,2.3100,-2.0300,0.6300
0.1049,0.9584,-0.0966,1.8900,-1.9600,0.4900
0.1025,0.9579,-0.0952,2.1000,-2.3800,0.4900
0.1054,0.9575,-0.0966,2.0300,-2.1700,0.7000
0.1093,0.9570,-0.0976,2.1700,-1.8200,0.4900
0.1054,0.9594,-0.0971,2.0300,-1.4700,0.5600
0.1074,0.9594,-0.1030,1.8900,-1.1200,0.7000
0.1069,0.9565,-0.0966,2.1000,-1.1900,0.7000
0.1044,0.9550,-0.0996,2.2400,-1.0500,0.8400
0.1039,0.9570,-0.0966,2.3100,-1.2600,0.9800
0.1039,0.9609,-0.0947,2.3100,-1.3300,1.0500
0.1059,0.9579,-0.0961,2.0300,-1.1900,1.0500
0.1064,0.9575,-0.1000,2.1000,-1.2600,1.1200
0.1074,0.9555,-0.0981,2.5900,-1.2600,1.2600
0.1088,0.9579,-0.0971,2.5900,-1.1900,1.1200
0.1093,0.9575,-0.0966,2.1000,-0.9800,0.9800
0.1078,0.9589,-0.0996,1.7500,-0.6300,0.9100
0.1044,0.9550,-0.1000,1.9600,-0.8400,1.1900
0.1059,0.9550,-0.0986,2.1000,-0.9100,1.0500
0.1098,0.9565,-0.0971,2.2400,-0.4900,1.1200
0.1093,0.9579,-0.0966,2.1000,-0.0700,1.4000
0.1108,0.9594,-0.0966,2.0300,0.0000,1.4700
0.1054,0.9589,-0.1000,1.8200,0.0700,1.6800
0.1030,0.9584,-0.1005,2.1000,-0.5600,1.9600
0.0956,0.9555,-0.0996,1.9600,-1.4700,1.9600
0.1049,0.9540,-0.0976,2.1700,-2.1000,2.5200
0.1093,0.9555,-0.0947,2.5900,-1.4700,2.4500
0.1157,0.9570,-0.0961,2.5900,-1.1200,2.2400
0.1157,0.9604,-0.0927,2.1000,-0.4200,2.3800
0.1137,0.9570,-0.1005,2.0300,-0.4900,2.5900
0.1093,0.9531,-0.0981,2.4500,-0.6300,3.0100
0.1059,0.9560,-0.0976,2.8000,-1.1900,3.5700
0.1044,0.9589,-0.0952,2.3100,-1.5400,3.8500
0.1098,0.9570,-0.0976,2.0300,-1.4000,3.9900
0.1093,0.9565,-0.1044,2.1700,-0.9800,4.0600
0.1093,0.9560,-0.1025,2.4500,-0.9100,4.5500
0.1020,0.9575,-0.1005,2.3800,-2.1000,5.0400
0.1010,0.9579,-0.1025,1.4700,-2.8000,4.4100
0.1225,0.9560,-0.1030,1.7500,-3.0100,4.4100
0.1298,0.9536,-0.0937,1.8900,-1.8200,4.4800
0.1274,0.9584,-0.0922,1.9600,-1.7500,3.5700
0.1196,0.9599,-0.0893,1.3300,-1.8200,3.3600
0.1191,0.9560,-0.0981,1.2600,-2.4500,3.5000
0.1200,0.9516,-0.0952,1.9600,-2.9400,3.4300
0.1220,0.9536,-0.0956,2.1700,-3.0800,3.2200
0.1220,0.9584,-0.0932,1.8900,-3.3600,3.1500
0.1200,0.9584,-0.1025,1.4700,-3.4300,2.9400
0.1264,0.9521,-0.0971,2.3100,-3.1500,2.8700
0.1279,0.9545,-0.1005,2.7300,-2.6600,2.9400
0.1235,0.9575,-0.0986,2.1700,-2.5200,2.5900
0.1244,0.9555,-0.0996,1.8200,-2.6600,2.5200
0.1244,0.9545,-0.0986,2.0300,-2.6600,2.7300
0.1240,0.9555,-0.0976,2.2400,-2.4500,2.5900
0.1235,0.9540,-0.0966,1.8200,-2.9400,2.5200
0.1244,0.9555,-0.0971,1.6800,-3.0100,2.6600
0.1240,0.9536,-0.0986,1.8900,-3.0800,2.5200
0.1274,0.9536,-0.0961,2.1000,-3.2200,2.5200
0.1303,0.9545,-0.0966,1.9600,-2.6600,2.0300
0.1357,0.9540,-0.0996,1.8900,-2.2400,1.8200
0.1313,0.9555,-0.0991,1.9600,-2.0300,1.8200
0.1303,0.9531,-0.0952,2.2400,-1.8200,1.8200
0.1303,0.9531,-0.0996,2.1700,-1.8900,1.6100
0.1293,0.9521,-0.0932,2.4500,-1.6100,1.4700
0.1318,0.9540,-0.0971,2.5200,-1.4000,1.4000
0.1327,0.9550,-0.0952,2.1000,-1.3300,1.3300
0.1293,0.9540,-0.0966,2.2400,-1.3300,1.2600
0.1318,0.9521,-0.0971,2.4500,-1.2600,1.1200
0.1313,0.9555,-0.0971,2.3800,-1.1200,1.1900
0.1288,0.9545,-0.0996,2.3100,-0.9800,1.2600
0.1254,0.9545,-0.0986,2.1000,-1.4000,1.1200
0.1293,0.9555,-0.0991,2.3800,-1.5400,1.2600
0.1293,0.9555,-0.0961,2.1700,-1.6800,1.3300
0.1308,0.9570,-0.0986,1.9600,-1.6100,1.1200
0.1308,0.9526,-0.1020,1.8900,-1.8900,1.2600
0.1303,0.9501,-0.0986,2.4500,-1.9600,1.4000
0.1274,0.9536,-0.0971,2.5900,-2.2400,1.3300
0.1332,0.9575,-0.1005,2.0300,-2.4500,1.1900
0.1342,0.9560,-0.0976,1.6800,-2.2400,1.0500
0.1332,0.9506,-0.0996,2.3800,-1.8900,0.9800
0.1283,0.9536,-0.0976,2.3800,-2.3100,0.9800
0.1308,0.9579,-0.0961,2.1000,-2.7300,0.9100
0.1347,0.9550,-0.0932,2.1700,-2.7300,0.8400
0.1391,0.9570,-0.0971,1.9600,-2.3100,0.2800
0.1396,0.9555,-0.1000,1.8900,-2.3800,0.0700
0.1371,0.9521,-0.0971,2.1000,-2.0300,-0.0700
0.1376,0.9516,-0.0976,2.1000,-1.7500,-0.4200
0.1376,0.9526,-0.0991,2.1700,-1.8200,-0.4900
0.1337,0.9540,-0.0996,1.9600,-1.8900,-0.5600
0.1327,0.9521,-0.0991,2.2400,-2.0300,-0.7700
0.1313,0.9531,-0.0986,2.0300,-2.3800,-0.6300
0.1347,0.9545,-0.0976,2.1000,-1.8900,-0.9100
0.1362,0.9545,-0.0976,2.4500,-1.6100,-1.0500
0.1332,0.9540,-0.0996,2.1700,-1.5400,-1.1900
0.1327,0.9545,-0.0966,2.0300,-1.4700,-1.1900
0.1347,0.9550,-0.0991,2.2400,-1.1900,-1.3300
0.1337,0.9526,-0.0996,2.4500,-0.9800,-1.1900
0.1347,0.9540,-0.0966,2.2400,-1.1200,-1.3300
0.1313,0.9540,-0.0942,1.9600,-0.9800,-1.6100
0.1298,0.9536,-0.1005,1.8200,-1.0500,-1.8200
0.1352,0.9521,-0.0991,2.1000,-0.7700,-1.6800
0.1322,0.9526,-0.1025,2.3100,-0.9100,-1.8200
0.1342,0.9536,-0.0981,2.3800,-0.7000,-1.8900
0.1337,0.9550,-0.0986,2.4500,-0.4900,-1.9600
0.1332,0.9555,-0.0976,2.1700,-0.4200,-2.1700
0.1308,0.9555,-0.0976,2.0300,-0.4900,-2.2400
0.1274,0.9536,-0.1010,2.1700,-0.9100,-2.1700
0.1283,0.9521,-0.0976,2.2400,-0.9100,-2.1700
0.1308,0.9526,-0.0981,2.3800,-0.8400,-2.2400
0.1322,0.9570,-0.0966,2.3100,-0.4900,-2.3800
0.1308,0.9540,-0.0947,2.0300,-0.5600,-2.3800
0.1288,0.9540,-0.0996,2.2400,-0.4900,-2.4500
0.1283,0.9540,-0.0966,2.5900,-0.2800,-2.5200
0.1283,0.9555,-0.0976,2.2400,-0.6300,-2.4500
0.1264,0.9536,-0.0971,2.1700,-0.5600,-2.5200
0.1293,0.9550,-0.1015,2.4500,-0.1400,-2.4500
0.1293,0.9536,-0.0991,2.5900,0.2100,-2.4500
0.1254,0.9575,-0.0976,2.3800,0.4900,-2.5200
0.1244,0.9536,-0.0981,2.1000,0.3500,-2.5200
0.1225,0.9531,-0.1005,2.3100,0.4200,-2.1700
0.1235,0.9540,-0.0966,2.7300,0.2800,-2.1700
0.1191,0.9565,-0.0991,2.2400,0.0000,-2.4500
0.1215,0.9526,-0.0956,2.3800,0.0000,-2.2400
0.1240,0.9531,-0.1000,2.3100,-0.0700,-2.3800
0.1259,0.9555,-0.0956,2.3800,0.0000,-2.3100
0.1249,0.9579,-0.0991,2.1000,-0.1400,-2.3800
0.1259,0.9570,-0.0986,2.1000,0.0000,-2.5900
0.1235,0.9570,-0.0991,2.0300,0.2100,-2.5200
0.1205,0.9531,-0.0986,2.1000,0.2100,-2.3800
0.1200,0.9545,-0.1000,2.1700,-0.0700,-2.5200
