aX,aY,aZ,gX,gY,gZ,label
-0.0395,-1.0048,0.12,2.17,-1.19,-0.07,still
-0.0395,-1.0053,0.12,2.03,-1.26,-0.07,still
-0.0376,-1.0043,0.123,2.31,-1.12,-0.14,still
-0.04,-1.0048,0.1205,2.45,-1.12,-0.14,still
-0.039,-1.0063,0.124,2.31,-0.98,-0.14,still
-0.039,-1.0053,0.121,2.1,-1.05,-0.07,still
-0.041,-1.0048,0.121,2.1,-1.26,-0.14,still
-0.0405,-1.0058,0.12,2.1,-1.26,-0.14,still
-0.0405,-1.0067,0.121,2.45,-1.12,-0.14,still
-0.0376,-1.0048,0.1186,2.45,-1.05,-0.14,still
-0.0381,-1.0053,0.123,2.24,-1.26,-0.14,still
-0.039,-1.0048,0.1225,2.03,-1.19,-0.07,still
-0.0415,-1.0043,0.1225,2.03,-1.05,-0.14,still
-0.041,-1.0058,0.12,2.38,-0.98,-0.07,still
-0.0386,-1.0058,0.12,2.38,-1.12,-0.14,still
-0.0381,-1.0043,0.12,2.24,-1.19,-0.21,still
-0.0405,-1.0043,0.1225,2.17,-1.33,-0.07,still
-0.0376,-1.0048,0.122,2.03,-1.19,-0.07,still
-0.0395,-1.0048,0.1244,2.1,-1.19,-0.07,still
-0.039,-1.0063,0.1215,2.31,-1.05,-0.21,still
-0.04,-1.0058,0.12,2.31,-1.19,-0.07,still
-0.04,-1.0038,0.123,2.38,-1.05,-0.07,still
-0.039,-1.0053,0.121,2.03,-1.19,-0.21,still
-0.0376,-1.0038,0.1225,2.17,-1.19,-0.14,still
-0.039,-1.0053,0.1205,2.1,-1.12,-0.07,still
-0.0395,-1.0043,0.121,2.38,-1.12,-0.07,still
-0.039,-1.0043,0.123,2.38,-1.05,-0.07,still
-0.04,-1.0038,0.1215,2.17,-1.19,-0.07,still
-0.04,-1.0048,0.121,2.03,-1.26,-0.07,still
-0.0395,-1.0043,0.1215,2.03,-1.26,-0.14,still
-0.0381,-1.0053,0.1215,2.24,-1.12,-0.14,still
-0.0395,-1.0053,0.122,2.24,-1.19,-0.14,still
-0.04,-1.0053,0.1235,2.38,-0.98,-0.14,still
-0.0361,-1.0048,0.1225,2.17,-1.12,-0.14,still
-0.039,-1.0067,0.121,2.03,-1.19,-0.07,still
-0.04,-1.0063,0.121,2.03,-1.26,-0.07,still
-0.039,-1.0063,0.121,2.45,-0.98,-0.07,still
-0.0371,-1.0067,0.12,2.17,-1.19,0.0,still
-0.0405,-1.0028,0.1215,2.31,-1.33,-0.21,still
-0.0395,-1.0038,0.1225,2.1,-1.05,0.0,still
-0.0386,-1.0053,0.1196,2.03,-1.05,-0.07,still
-0.0381,-1.0053,0.1191,2.1,-1.26,-0.07,still
-0.0415,-1.0053,0.1196,2.31,-1.12,-0.14,still
-0.0395,-1.0053,0.1215,2.38,-1.26,-0.14,still
-0.0376,-1.0053,0.124,2.1,-1.26,-0.07,still
-0.0405,-1.0053,0.1205,2.03,-1.19,-0.14,still
-0.0381,-1.0058,0.1205,2.17,-1.19,-0.07,still
-0.0395,-1.0048,0.12,2.17,-1.26,-0.07,still
-0.0405,-1.0028,0.121,2.24,-0.98,-0.07,still
-0.0395,-1.0048,0.1225,2.45,-1.05,-0.21,still
-0.0376,-1.0024,0.124,2.24,-1.19,-0.14,still
-0.042,-1.0043,0.1215,2.17,-1.26,-0.21,still
-0.0366,-1.0043,0.121,2.31,-1.05,-0.14,still
-0.0405,-1.0067,0.1225,2.17,-1.19,-0.14,still
-0.0405,-1.0053,0.121,2.38,-1.19,-0.07,still
-0.041,-1.0048,0.1225,2.38,-1.05,-0.14,still
-0.0376,-1.0058,0.124,2.17,-0.98,-0.14,still
-0.0395,-1.0058,0.1225,2.03,-1.05,-0.21,still
-0.039,-1.0048,0.1215,2.17,-0.98,-0.14,still
-0.039,-1.0043,0.122,2.38,-1.12,-0.07,still
-0.04,-1.0058,0.1215,2.24,-1.26,-0.07,still
-0.0386,-1.0048,0.1205,2.38,-1.26,-0.14,still
-0.0381,-1.0048,0.1215,2.17,-0.98,-0.07,still
-0.0415,-1.0048,0.122,2.24,-1.19,0.0,still
-0.0405,-1.0053,0.1205,2.17,-1.33,-0.21,still
-0.0395,-1.0043,0.1215,2.38,-1.12,-0.07,still
-0.0376,-1.0033,0.122,2.38,-1.26,-0.07,still
-0.0395,-1.0048,0.1235,2.24,-1.47,0.0,still
-0.0381,-1.0043,0.1215,2.1,-1.19,-0.21,still
-0.0381,-1.0063,0.121,2.03,-1.12,-0.21,still
-0.0381,-1.0043,0.1215,2.38,-1.26,-0.21,still
-0.0371,-1.0043,0.123,2.45,-1.26,-0.21,still
-0.04,-1.0048,0.1225,2.31,-1.12,-0.14,still
-0.0366,-1.0048,0.124,2.24,-1.26,-0.21,still
-0.0405,-1.0038,0.122,2.03,-1.26,-0.14,still
-0.0415,-1.0048,0.124,2.17,-1.19,-0.21,still
-0.0386,-1.0053,0.121,2.24,-1.19,-0.14,still
-0.0376,-1.0058,0.122,2.31,-1.12,-0.14,still
-0.0395,-1.0033,0.124,2.31,-1.05,-0.14,still
-0.0395,-1.0048,0.121,2.31,-1.12,-0.07,still
-0.0371,-1.0063,0.1225,2.1,-1.19,-0.21,still
-0.0386,-1.0028,0.1196,2.17,-1.19,-0.07,still
-0.0405,-1.0058,0.1196,2.24,-1.05,-0.14,still
-0.04,-1.0048,0.123,2.31,-1.26,0.0,still
-0.0395,-1.0058,0.12,2.38,-0.91,0.0,still
-0.0386,-1.0048,0.123,2.17,-1.12,-0.14,still
-0.039,-1.0033,0.1215,2.17,-1.33,-0.07,still
-0.039,-1.0033,0.1225,2.03,-1.12,-0.07,still
-0.0395,-1.0043,0.1235,2.17,-1.12,-0.14,still
-0.0381,-1.0067,0.121,2.31,-1.19,-0.07,still
-0.04,-1.0038,0.123,2.17,-1.12,-0.07,still
-0.0371,-1.0053,0.1225,2.17,-1.12,-0.14,still
-0.041,-1.0033,0.1235,2.24,-1.05,-0.14,still
-0.0395,-1.0048,0.123,2.17,-1.12,-0.07,still
-0.0386,-1.0048,0.1205,2.24,-1.05,-0.07,still
-0.0405,-1.0048,0.122,2.31,-1.12,-0.14,still
-0.0386,-1.0063,0.124,2.17,-1.26,-0.14,still
-0.0405,-1.0048,0.121,2.45,-1.19,-0.14,still
-0.0405,-1.0048,0.123,2.24,-1.05,-0.14,still
-0.0386,-1.0053,0.123,2.24,-1.05,-0.07,still
-0.04,-1.0048,0.122,2.17,-1.12,-0.07,still
-0.0386,-1.0038,0.1244,2.31,-1.19,-0.14,still
-0.0381,-1.0043,0.123,2.24,-1.19,-0.14,still
-0.0376,-1.0063,0.1215,2.31,-1.05,-0.14,still
-0.0386,-1.0058,0.124,2.24,-1.12,-0.21,still
-0.0395,-1.0053,0.1205,2.31,-1.12,-0.21,still
-0.0395,-1.0048,0.1225,2.38,-0.98,-0.07,still
-0.0386,-1.0082,0.1205,2.31,-1.12,-0.21,still
-0.0366,-1.0048,0.123,2.17,-1.12,-0.21,still
-0.0415,-1.0063,0.1215,2.24,-1.33,-0.14,still
-0.039,-1.0058,0.1235,2.31,-1.05,-0.21,still
-0.0405,-1.0067,0.1225,2.24,-1.12,-0.14,still
-0.039,-1.0053,0.123,2.31,-1.19,-0.14,still
-0.039,-1.0058,0.1235,2.03,-1.33,-0.14,still
-0.041,-1.0058,0.1235,2.17,-1.12,-0.14,still
-0.039,-1.0038,0.122,2.24,-1.26,-0.07,still
-0.0405,-1.0067,0.1235,2.31,-1.05,-0.14,still
-0.0386,-1.0053,0.1215,2.24,-1.19,-0.07,still
-0.0381,-1.0063,0.121,2.17,-1.12,-0.21,still
-0.04,-1.0043,0.1235,2.17,-1.12,-0.28,still
-0.0405,-1.0048,0.1225,2.45,-1.05,-0.14,still
-0.0405,-1.0043,0.1215,2.31,-1.05,-0.14,still
-0.0386,-1.0058,0.1225,2.17,-0.98,-0.07,still
-0.0371,-1.0048,0.121,2.31,-1.12,-0.14,still
-0.0395,-1.0043,0.122,2.24,-1.05,0.0,still
-0.039,-1.0048,0.122,2.1,-1.19,-0.07,still
-0.039,-1.0063,0.1215,2.24,-1.33,-0.07,still
-0.04,-1.0058,0.123,2.17,-1.05,-0.07,still
-0.0381,-1.0048,0.123,2.1,-1.12,-0.14,still
-0.0415,-1.0038,0.122,2.24,-1.19,-0.14,still
-0.0376,-1.0063,0.122,2.17,-1.33,-0.21,still
-0.0381,-1.0053,0.1205,2.24,-1.05,-0.21,still
-0.0386,-1.0053,0.121,2.17,-1.26,-0.07,still
-0.0386,-1.0053,0.1205,2.24,-1.19,-0.14,still
-0.0395,-1.0063,0.1225,2.24,-1.26,-0.07,still
-0.0405,-1.0033,0.1215,2.1,-1.05,-0.21,still
-0.0376,-1.0063,0.1215,2.17,-1.12,-0.14,still
-0.04,-1.0053,0.123,2.31,-1.05,-0.28,still
-0.0386,-1.0038,0.1225,2.24,-1.19,0.0,still
-0.0386,-1.0028,0.122,2.31,-1.12,-0.14,still
-0.04,-1.0043,0.1235,2.24,-1.26,-0.07,still
-0.04,-1.0033,0.1235,2.1,-1.19,-0.07,still
-0.04,-1.0063,0.123,2.24,-1.12,-0.21,still
-0.0376,-1.0048,0.1235,2.38,-1.12,-0.07,still
-0.0395,-1.0048,0.1215,2.38,-1.19,-0.14,still
-0.0371,-1.0053,0.123,2.45,-1.19,0.0,still
-0.04,-1.0043,0.1225,1.96,-1.12,-0.21,still
-0.041,-1.0038,0.1205,1.96,-1.19,-0.07,still
-0.039,-1.0063,0.1205,2.31,-1.12,-0.07,still
-0.0381,-1.0063,0.1205,2.45,-1.12,-0.07,still
-0.0376,-1.0038,0.124,2.17,-1.26,-0.14,still
-0.0376,-1.0024,0.1225,2.1,-1.33,0.0,still
-0.041,-1.0043,0.121,1.96,-1.26,-0.14,still
-0.0395,-1.0077,0.121,1.96,-1.19,-0.14,still
-0.04,-1.0058,0.121,2.38,-1.05,-0.14,still
-0.0415,-1.0048,0.1215,2.59,-1.12,-0.21,still
-0.0386,-1.0063,0.1215,2.52,-1.26,-0.14,still
-0.0395,-1.0038,0.123,1.96,-1.26,-0.14,still
-0.039,-1.0058,0.1215,1.96,-1.47,-0.14,still
-0.04,-1.0043,0.1205,2.17,-1.19,-0.14,still
-0.0395,-1.0048,0.121,2.45,-1.26,-0.14,still
-0.041,-1.0053,0.1244,2.45,-1.33,-0.21,still
-0.0405,-1.0028,0.122,2.24,-1.26,-0.07,still
-0.0405,-1.0038,0.1249,1.96,-1.19,-0.14,still
-0.0405,-1.0087,0.1225,2.1,-1.19,-0.07,still
-0.0386,-1.0048,0.123,1.96,-1.26,-0.14,still
-0.0386,-1.0053,0.1215,2.24,-1.12,-0.14,still
-0.039,-1.0043,0.123,2.38,-1.12,-0.21,still
-0.039,-1.0053,0.123,1.89,-1.19,-0.07,still
-0.039,-1.0048,0.1205,1.96,-1.19,-0.07,still
-0.0386,-1.0028,0.12,2.1,-1.12,-0.14,still
-0.0376,-1.0048,0.1225,2.24,-1.26,-0.21,still
-0.039,-1.0048,0.121,2.24,-1.19,-0.21,still
-0.0361,-1.0048,0.122,2.31,-1.19,-0.07,still
-0.04,-1.0028,0.123,2.17,-0.98,-0.07,still
-0.0371,-1.0063,0.1225,2.03,-1.05,-0.14,still
-0.0376,-1.0067,0.1225,2.24,-1.12,17.85,still
-0.039,-1.0053,0.121,2.38,-1.19,-0.14,still
-0.041,-1.0043,0.122,2.45,-1.12,-17.92,still
-0.0395,-1.0058,0.1244,2.38,-1.33,-0.14,still
-0.0395,-1.0063,0.1244,2.1,-1.05,0.0,still
-0.0395,-1.0053,0.1205,2.1,-1.26,0.0,still
-0.0395,-1.0048,0.12,2.38,-0.98,-0.07,still
-0.0415,-1.0043,0.1215,2.59,-0.98,-0.14,still
-0.039,-1.0033,0.1215,2.31,-1.12,-0.14,still
-0.0415,-1.0053,0.1254,2.17,-1.26,-0.07,still
-0.039,-1.0033,0.122,2.1,-1.26,-0.07,still
-0.04,-1.0058,0.123,2.17,-1.19,-0.14,still
-0.0386,-1.0053,0.1225,2.45,-1.12,-0.07,still
-0.0395,-1.0028,0.123,2.31,-1.05,-0.21,still
-0.0371,-1.0043,0.121,2.17,-1.19,-0.07,still
-0.0415,-1.0053,0.122,2.03,-1.33,-0.07,still
-0.039,-1.0048,0.1235,2.17,-1.12,-0.21,still
-0.0405,-1.0053,0.1191,2.38,-1.05,-0.14,still
-0.04,-1.0053,0.1225,2.24,-1.12,-0.14,still
-0.0395,-1.0077,0.123,2.1,-1.12,-0.14,still
-0.039,-1.0038,0.121,2.31,-0.98,-0.07,still
-0.0405,-1.0043,0.122,2.24,-1.19,-0.14,still
-0.0386,-1.0038,0.1205,2.38,-1.26,-0.07,still
-0.0395,-1.0058,0.122,2.59,-1.19,-0.07,still
-0.0405,-1.0058,0.1225,2.31,-1.26,-0.07,still
-0.0371,-1.0038,0.122,2.31,-1.19,-0.14,still
-0.0405,-1.0024,0.1235,2.31,-1.05,-0.07,still
-0.0395,-1.0053,0.123,1.82,-1.19,-0.07,still
-0.04,-1.0053,0.1215,2.1,-0.98,-0.21,still
-0.0366,-1.0058,0.121,2.31,-1.19,-0.21,still
-0.042,-1.0038,0.1225,2.59,-1.26,-0.21,still
-0.0371,-1.0043,0.1244,2.24,-1.05,-0.07,still
-0.04,-1.0038,0.1235,2.03,-1.19,-0.14,still
-0.039,-1.0048,0.1205,2.1,-1.12,-0.14,still
-0.0371,-1.0058,0.1205,2.24,-1.19,0.0,still
-0.0395,-1.0043,0.1225,2.66,-1.05,-0.14,still
-0.0376,-1.0033,0.121,2.45,-1.19,-0.07,still
-0.0395,-1.0048,0.1235,2.1,-1.12,-0.14,still
-0.0386,-1.0048,0.1215,2.03,-1.26,-0.07,still
-0.039,-1.0063,0.1215,2.17,-1.12,-0.07,still
-0.0386,-1.0043,0.1225,2.24,-1.33,-0.07,still
-0.039,-1.0043,0.1235,2.38,-1.12,-0.14,still
-0.0366,-1.0048,0.1235,2.38,-1.05,-0.14,still
-0.0405,-1.0053,0.123,2.1,-1.05,-0.07,still
-0.0381,-1.0048,0.1225,2.03,-1.05,-0.07,still
-0.039,-1.0043,0.1215,2.17,-1.19,-0.14,still
-0.039,-1.0048,0.122,2.38,-1.26,-0.14,still
-0.0381,-1.0033,0.121,2.31,-1.33,-0.07,still
-0.04,-1.0048,0.1225,2.24,-1.12,-0.21,still
-0.0405,-1.0058,0.1215,2.17,-1.26,-0.14,still
-0.0386,-1.0058,0.1244,2.17,-1.12,-0.14,still
-0.04,-1.0033,0.121,2.38,-1.12,-0.21,still
-0.04,-1.0038,0.12,2.24,-1.12,-0.21,still
-0.0371,-1.0048,0.1235,2.24,-1.05,-0.21,still
-0.0405,-1.0043,0.1215,2.17,-1.19,-0.14,still
-0.039,-1.0067,0.122,2.17,-1.26,-0.14,still
-0.041,-1.0043,0.1225,2.24,-1.12,-0.07,still
-0.039,-1.0043,0.1215,2.45,-1.05,-0.14,still
-0.04,-1.0043,0.2484,2.38,-1.12,-0.14,still
-0.0366,-1.0038,0.122,2.31,-0.91,17.85,still
-0.0386,-1.0063,0.1254,2.24,-1.12,-0.14,still
-0.039,-1.0048,0.1244,2.17,-1.05,-0.28,still
-0.0395,-1.0063,0.1235,2.03,-1.26,-0.14,still
-0.04,-1.0043,0.121,2.03,-1.05,-0.14,still
-0.0395,-1.0033,0.12,2.17,-1.12,-0.14,still
-0.04,-1.0063,0.12,2.31,-1.12,-0.14,still
-0.0415,-1.0053,0.1235,2.38,-1.19,-0.07,still
-0.041,-1.0053,0.121,2.17,-1.26,-0.21,still
-0.0386,-1.0048,0.124,2.24,-1.19,-0.14,still
-0.0381,-1.0053,0.121,2.17,-1.19,-0.28,still
-0.0386,-1.0058,0.1215,2.31,-1.26,-0.07,still
-0.0395,-1.0048,0.1225,2.45,-0.98,-0.21,still
-0.0395,-1.0043,0.1264,2.24,-1.05,-0.14,still
-0.0405,-1.0038,0.124,2.1,-1.19,-0.07,still
-0.0386,-1.0048,0.124,2.17,-1.26,-0.07,still
-0.0405,-1.0038,0.121,2.17,-1.05,-0.14,still
-0.039,-1.0033,0.123,2.31,-1.19,-0.14,still
-0.0386,-1.0058,0.1249,2.31,-1.12,0.0,still
-0.0386,-1.0038,0.1235,2.17,-1.05,-0.21,still
-0.0381,-1.0072,0.1225,2.24,-1.19,-0.07,still
-0.039,-1.0058,0.124,2.17,-1.19,-0.14,still
-0.0371,-1.0038,0.121,2.17,-1.12,-0.07,still
-0.0386,-1.0048,0.121,2.03,-1.19,-0.21,still
-0.0405,-1.0033,0.1205,2.03,-1.19,0.0,still
-0.04,-1.0053,0.12,2.24,-1.12,-0.07,still
-0.0386,-1.0043,0.121,2.31,-1.12,-0.14,still
-0.039,-1.0038,0.123,2.17,-1.19,-0.14,still
-0.0395,-1.0048,0.1205,2.1,-1.26,-0.21,still
-0.0376,-1.0063,0.121,2.1,-1.05,0.0,still
-0.04,-1.0053,0.122,2.24,-1.19,-0.14,still
-0.0376,-1.0077,0.121,2.38,-1.05,-0.14,still
-0.04,-1.0053,0.121,2.17,-1.26,-0.07,still
-0.039,-1.0067,0.1225,2.17,-1.05,-0.07,still
-0.0381,-1.0058,0.12,2.24,-0.98,-0.07,still
-0.0395,-1.0053,0.124,2.31,-1.26,-0.07,still
-0.0395,-1.0058,0.1225,2.38,-1.19,-0.07,still
-0.0371,-1.0043,0.123,2.31,-1.12,-0.07,still
-0.04,-1.0048,0.121,2.17,-1.12,-0.14,still
-0.04,-1.0058,0.121,2.03,-1.26,-0.14,still
-0.0395,-1.0048,0.1225,2.31,-1.19,-0.14,still
-0.039,-1.0053,0.122,2.24,-1.26,-0.07,still
-0.039,-1.0043,0.123,2.24,-1.05,-0.07,still
-0.0386,-1.0043,0.1225,2.24,-1.19,-0.14,still
-0.0371,-1.0058,0.122,2.1,-1.12,-0.14,still
-0.0405,-1.0067,0.1235,1.96,-1.12,-0.14,still
-0.0395,-1.0058,0.1225,2.24,-1.33,-0.07,still
-0.0366,-1.0038,0.122,2.24,-1.26,-0.14,still
-0.039,-1.0038,0.1225,2.24,-1.19,-0.14,still
-0.042,-1.0028,0.1205,2.17,-1.26,-0.07,still
-0.04,-1.0058,0.121,2.24,-1.12,-0.14,still
-0.0395,-1.0043,0.122,2.17,-0.98,-0.07,still
-0.039,-1.0067,0.1225,2.31,-0.91,-0.07,still
-0.0395,-1.0053,0.123,2.31,-1.12,-0.14,still
-0.04,-1.0048,0.1215,2.1,-1.26,-0.07,still
-0.0405,-1.0053,0.1205,1.96,-1.19,-0.14,still
-0.0395,-1.0043,0.1225,2.17,-1.26,0.0,still
-0.039,-1.0063,0.122,2.17,-1.26,-0.07,still
-0.0386,-1.0067,0.1215,2.24,-1.19,-0.14,still
-0.0386,-1.0053,0.122,2.31,-0.98,-0.14,still
-0.04,-1.0038,0.124,2.31,-1.05,-0.21,still
-0.039,-1.0063,0.1215,2.03,-1.26,-0.14,still
-0.0386,-1.0077,0.122,2.1,-0.91,17.71,still
-0.0386,-1.0058,0.1225,2.31,-1.12,-0.14,still
-0.0405,-1.0053,0.123,2.17,-1.19,-0.14,still
-0.0386,-1.0033,0.1205,2.24,-1.05,-0.14,still
-0.04,-1.0048,0.1225,2.17,-1.19,-0.35,still
-0.039,-1.0043,0.1235,2.17,-1.19,-0.07,still
-0.0405,-1.0063,0.1244,2.31,-1.19,-0.21,still
-0.039,-1.0043,0.1215,2.45,-1.47,-0.07,still
-0.041,-1.0048,0.1215,2.24,-1.19,-0.07,still
-0.0376,-1.0038,0.122,2.24,-1.19,-0.07,still
0.0722,0.9609,-0.0903,2.87,-0.84,-0.28,walking
0.0708,0.9604,-0.0937,2.66,-1.05,-0.28,walking
0.0717,0.9589,-0.0922,3.01,-1.12,-0.21,walking
0.0712,0.9594,-0.0927,3.01,-1.33,0.0,walking
0.0727,0.9609,-0.0922,2.8,-1.33,-0.14,walking
0.0756,0.9594,-0.0927,2.87,-1.47,-0.35,walking
0.0732,0.9604,-0.0947,2.73,-1.47,-0.35,walking
0.0737,0.9599,-0.0913,2.94,-1.26,-0.35,walking
0.0747,0.9614,-0.0952,2.8,-1.05,-0.42,walking
0.0742,0.9609,-0.0952,2.94,-1.05,-0.21,walking
0.0708,0.9618,-0.0956,2.73,-1.33,-0.21,walking
0.0698,0.9579,-0.0991,2.8,-1.4,0.0,walking
0.0712,0.9599,-0.0952,3.15,-2.03,0.0,walking
0.0752,0.9614,-0.0947,3.08,-1.82,0.0,walking
0.0747,0.9614,-0.0917,2.94,-2.03,0.0,walking
0.0717,0.9589,-0.0952,2.87,-1.75,-0.21,walking
0.0766,0.9604,-0.0927,2.94,-1.75,-0.42,walking
0.0722,0.9628,-0.0917,2.94,-1.47,-0.28,walking
0.0717,0.9628,-0.0971,2.66,-1.68,-0.28,walking
0.0673,0.9604,-0.0976,2.66,-1.68,-0.07,walking
0.0717,0.9609,-0.0961,2.8,-1.96,0.07,walking
0.0703,0.9604,-0.0966,2.66,-2.17,0.42,walking
0.0732,0.9628,-0.0961,2.38,-2.31,0.35,walking
0.0712,0.9604,-0.0976,1.82,-2.66,0.35,walking
0.0742,0.9589,-0.0991,2.38,-2.31,0.49,walking
0.0708,0.9628,-0.0996,2.38,-2.59,0.63,walking
0.0703,0.9599,-0.0981,1.89,-2.94,0.63,walking
0.0693,0.9594,-0.0976,1.96,-3.08,0.77,walking
0.0712,0.9609,-0.1,1.89,-3.29,0.91,walking
0.0747,0.9575,-0.0966,2.03,-3.43,0.98,walking
0.0727,0.9594,-0.0976,2.31,-3.22,1.05,walking
0.0742,0.9628,-0.0991,1.96,-3.15,1.12,walking
0.0727,0.9618,-0.0956,1.82,-3.08,1.12,walking
0.0742,0.9599,-0.1025,1.75,-3.08,1.19,walking
0.0752,0.9594,-0.0996,1.54,-2.87,1.19,walking
0.0752,0.9584,-0.0966,1.68,-2.59,0.98,walking
0.08,0.9623,-0.0981,1.68,-2.17,0.91,walking
0.0776,0.9633,-0.0956,1.26,-1.89,0.98,walking
0.0805,0.9604,-0.0922,1.33,-1.4,0.77,walking
0.0815,0.9604,-0.0961,1.4,-1.4,0.84,walking
0.0771,0.9589,-0.0961,1.19,-1.26,0.84,walking
0.0732,0.9599,-0.0971,1.47,-1.19,0.7,walking
0.0747,0.9589,-0.0942,1.33,-1.4,0.84,walking
0.0781,0.9604,-0.0981,1.4,-1.33,0.91,walking
0.0781,0.9614,-0.0927,1.26,-0.98,0.63,walking
0.0781,0.9584,-0.0947,1.19,-0.7,0.42,walking
0.0771,0.9589,-0.0932,1.4,-0.63,0.49,walking
0.0786,0.9633,-0.0913,1.33,-0.56,0.56,walking
0.0752,0.9609,-0.0908,1.19,-0.21,0.63,walking
0.0703,0.9589,-0.0922,1.12,-0.77,0.42,walking
0.0752,0.955,-0.0917,1.54,-0.63,0.21,walking
0.0834,0.9584,-0.0942,1.96,-0.28,0.35,walking
0.082,0.9643,-0.0898,1.75,0.28,0.07,walking
0.0795,0.9623,-0.0927,1.47,0.14,-0.14,walking
0.0786,0.9594,-0.0937,1.82,0.21,-0.42,walking
0.0795,0.9584,-0.0922,2.17,0.21,-0.28,walking
0.0795,0.9599,-0.0908,2.17,0.56,-0.49,walking
0.081,0.9633,-0.0893,2.24,0.56,-0.49,walking
0.0781,0.9599,-0.0927,2.24,0.63,-0.77,walking
0.0752,0.9604,-0.0952,2.59,0.56,-0.63,walking
0.0756,0.9584,-0.0908,2.66,0.21,-0.56,walking
0.0752,0.9599,-0.0874,2.8,0.28,-0.63,walking
0.0742,0.9633,-0.0971,2.52,-1.19,-1.12,walking
0.0669,0.9721,-0.121,1.54,-6.3,-2.52,walking
0.0561,1.0009,-0.141,-4.41,-15.47,-8.12,walking
0.061,1.0019,-0.0581,-7.42,-14.63,-11.2,walking
0.0786,0.9443,-0.0625,-3.15,-7.14,-12.81,walking
0.0771,0.9326,-0.1288,2.1,-12.67,-11.48,walking
0.022,1.0307,-0.1259,-3.5,-20.51,-16.94,walking
0.0839,0.8862,0.0215,-8.33,-13.16,-19.53,walking
0.0986,0.8965,-0.0586,-2.17,-6.44,-11.69,walking
0.0673,0.8935,-0.0639,1.89,-7.21,-0.84,walking
0.0449,0.9467,-0.063,1.82,-8.05,3.71,walking
0.0581,0.9799,-0.0761,0.35,-9.45,1.61,walking
0.0468,0.974,-0.0888,0.56,-9.52,-0.91,walking
0.061,0.9653,-0.0903,1.19,-9.94,-1.47,walking
0.0825,0.9623,-0.0893,0.91,-8.4,-0.42,walking
0.0888,0.9662,-0.0805,0.07,-5.04,1.96,walking
0.0795,0.9677,-0.0913,-0.84,-2.03,2.73,walking
0.06,0.9575,-0.0986,-0.77,-0.56,2.87,walking
0.0542,0.9506,-0.1035,-0.21,-1.33,3.5,walking
0.063,0.956,-0.1044,0.21,-1.89,3.85,walking
0.0664,0.9628,-0.0898,-0.07,-1.89,3.64,walking
0.082,0.9662,-0.08,-0.63,-0.98,3.57,walking
0.0844,0.974,-0.0786,-0.84,1.26,3.64,walking
0.0703,0.9628,-0.0854,-1.33,2.38,3.64,walking
0.0683,0.9565,-0.0888,-0.84,2.73,3.57,walking
0.0717,0.9575,-0.0961,-0.42,3.71,3.78,walking
0.0742,0.9594,-0.0844,-0.14,4.83,3.57,walking
0.0878,0.9643,-0.0795,-0.42,5.74,3.57,walking
0.0781,0.9721,-0.0766,-1.05,7.42,3.36,walking
0.0849,0.9658,-0.0673,-1.47,7.91,3.43,walking
0.0815,0.9662,-0.0766,-1.61,8.4,3.99,walking
0.0551,0.9589,-0.0815,-1.4,8.12,4.62,walking
0.0556,0.957,-0.0859,-1.26,6.44,4.97,walking
0.0752,0.9565,-0.0683,-1.4,5.39,5.32,walking
0.0888,0.9726,-0.0542,-1.68,6.58,5.53,walking
0.0971,0.9794,-0.0532,-3.29,8.26,5.95,walking
0.0844,0.976,-0.0673,-4.27,9.59,6.37,walking
0.062,0.955,-0.0815,-3.71,9.52,6.44,walking
0.0605,0.9516,-0.0947,-3.22,7.42,6.79,walking
0.0639,0.9579,-0.0976,-3.29,5.88,7.49,walking
0.0556,0.9579,-0.08,-3.43,4.69,7.91,walking
0.0312,0.9604,-0.0883,-4.06,3.92,8.47,walking
0.0659,0.9526,-0.0986,-3.57,2.17,8.82,walking
0.0859,0.957,-0.0849,-2.45,4.83,9.03,walking
0.102,0.9594,-0.0815,-2.17,5.39,8.96,walking
0.0976,0.9677,-0.0576,-3.36,6.58,9.8,walking
0.063,0.9658,-0.0673,-3.08,6.65,10.29,walking
0.0795,0.9536,-0.0752,-2.94,4.27,11.13,walking
0.0893,0.957,-0.0683,-2.24,4.48,11.83,walking
0.0956,0.9589,-0.0615,-1.47,4.13,12.39,walking
0.0854,0.9658,-0.061,-2.59,2.94,13.37,walking
0.0654,0.9667,-0.0659,-3.36,2.59,14.7,walking
0.081,0.9516,-0.0898,-2.87,2.31,15.54,walking
0.1088,0.9579,-0.0766,-2.45,1.61,16.03,walking
0.0991,0.9687,-0.0634,-3.15,4.62,16.45,walking
0.1137,0.9604,-0.0673,-3.43,5.88,16.87,walking
0.1205,0.9604,-0.0595,-2.8,5.6,18.06,walking
0.0927,0.9687,-0.0605,-3.78,6.02,19.53,walking
0.0859,0.9614,-0.0664,-4.83,3.29,20.09,walking
0.101,0.9594,-0.0669,-5.11,1.33,21.21,walking
0.0981,0.9682,-0.0903,-6.58,3.43,23.24,walking
0.1093,0.9609,-0.0693,-5.46,5.67,24.01,walking
0.1152,0.9575,-0.08,-5.6,5.18,24.29,walking
0.0961,0.9653,-0.0917,-6.16,3.99,26.32,walking
0.1337,0.9628,-0.0688,-7.56,0.84,28.21,walking
0.1693,0.9609,-0.0317,-5.46,2.45,29.12,walking
